ID,DIR,ESTRATO,LOCALIDAD,CONDJUR,AT,VALTER,VALTOTER,USO,SISTCON,PUNTAJE,EDAD,AC,AREATC,VALORC,VRTOTAL,AVALUO,INTEGRAL,ACTECOIM
2694,CL 74A 4 55 GJ 6,6,2,1,3.3,1200000,3960000,49,U,35,14,10.6,10.6,570000,6042000,10002000,943585,1
2695,CL 77 12 03 GJ 40,5,2,1,2.9,700000,2030000,49,U,31,7,11.3,11.3,882301,9970000,12000000,1061947,1
2695,CL 77 12 03 GJ 40,5,2,1,2.9,800000,2320000,49,U,31,7,11.3,11.3,679646,7680000,10000000,884956,2
2695,CL 77 12 03 GJ 40,5,2,1,2.9,800000,2320000,49,U,31,7,11.3,11.3,679646,7680000,10000000,884956,2
2696,KR 16 96 46 GJ 07,6,2,1,2.7,1000000,2700000,49,U,34,13,11.7,11.7,480000,5616000,8316000,710769,1
2698,AC 92 11 26 GJ 8,6,2,1,2.6,1100000,2860000,49,U,33,18,9.5,10.0,714000,6783000,10000000,1052632,1
2699,CL 90 14 16 GJ 11,6,2,1,2.4,1300000,3107000,49,U,52,20,13.9,13.9,640000,8893000,12000000,863309,2
2700,KR 11 113 85 GJ 10,6,1,1,1.6,850000,1360000,49,U,29,7,12.5,12.5,531200,6640000,8000000,640000,1
2701,CL 74 14 09 ST 1 GJ 16,4,2,1,3.0,700000,2100000,49,U,33,7,16.3,16.3,500000,8150000,10250000,628834,2
2702,KR 71C 101 33 GS 113,4,11,1,2.1,400000,840000,49,U,27,16,12.1,12.1,510000,6171000,7011000,579421,1
2703,AK 7 132 68 GJ 81,6,11,1,12.6,2000000,25100000,49,U,35,13,22.3,22.3,40000,891200,25991200,1166571,1
2704,CL 121 11 34 AP 203,6,1,1,59.9,1000000,59900000,38,U,71,15,113.3,140.9,1050000,145132500,205032500,1455680,1
2704,CL 121 11 34 AP 203,6,1,1,59.9,1000000,59900000,49,U,30,15,27.6,140.9,950000,26220000,26220000,1455680,1
2705,AK 7 78 30 GS2-07,5,2,1,1.5,1200000,1800000,49,U,42,7,10.4,10.4,596154,6200000,8000000,769231,1
2706,AC 147 31 85 GJ 01,4,1,1,4.1,450000,1845000,49,U,29,15,10.4,10.4,399519,4155000,6000000,576923,1
2707,AK 7 65 74 ST 1 GJ 72,5,2,1,5.0,1100000,5500000,49,U,33,7,13.8,13.8,280000,3864000,9364000,678551,2
2708,AK 10 32 36 SUR GJ 31,3,4,1,4.8,300000,1440000,49,U,18,7,11.8,12.0,546667,6450667,8000000,677966,2
2710,TV 23 93 20 GJ 1,6,2,1,13.8,1000000,13800000,49,U,31,22,15.3,15.3,180000,2754000,16554000,1081961,1
2711,DG 145 31A 90 CA 6,4,1,1,118.5,650000,77025000,37,U,70,2,137.9,152.2,593922,8493091,85518091,1100000,1
2711,DG 145 31A 90 CA 6,4,1,1,118.5,650000,77025000,49,U,33,2,14.3,14.3,559441,8000000,8000000,559441,1
2712,AC 116 14A  21 GJ 4,6,1,1,5.1,850000,4335000,49,U,31,7,14.7,14.7,249320,3665000,8000000,544218,1
2713,CL 93B 12 28 GJ 21,6,2,2,3.7,3500000,12950000,49,U,54,7,10.8,10.8,282407,3050000,16000000,1481481,2
2714,CL 96 10 29 GJ S1 01,6,2,1,3.3,850000,2805000,49,U,57,32,18.9,18.9,645238,12195000,15000000,793651,2
2715,KR 14 B  118 05 GJ 111,6,1,1,3.8,1000000,3800000,49,U,33,15,12.5,12.5,500000,6250000,10050000,804000,1
2716,TV 13B 128 87 GJ 24,6,1,1,3.4,1300000,4420000,49,U,34,15,9.9,9.9,361616,3580000,8000000,808081,1
2718,AK 11 86 32 GJ 19,6,2,1,4.5,1200000,5352000,49,U,26,7,15.1,15.1,245185,3702296,8000000,529801,2
2719,CL 127D 60 61 TO 2 GJ 14,5,11,1,14.7,1000000,14700000,49,U,31,7,31.1,31.1,350000,10885000,25585000,822669,1
2720,AK 15 106 50 GJ 04,6,1,1,2.2,1100000,2376000,49,U,46,17,11.4,11.4,493333,5624000,8000000,701754,2
2721,CL 139 17 80 GJ 60,4,1,1,4.9,750000,3675000,49,U,31,13,13.8,13.8,168478,2325000,6000000,434783,2
2722,CL 80 7 81 GS 11,5,2,1,2.9,1100000,3190000,49,U,34,17,11.9,11.9,404202,4810000,8000000,672269,2
2722,CL 80 7 81 GS 11,5,2,1,2.9,800000,2320000,49,U,34,17,11.9,11.9,645378,7680000,10000000,840336,2
2723,CL 98 14 17 GJ 14,5,2,1,4.7,1000000,4700000,49,U,52,17,12.4,12.4,427419,5300000,10000000,806452,1
2724,KR 83  145  86 GJ  77,3,11,1,6.9,350000,2415000,49,U,20,7,12.6,12.6,320000,4032000,6447000,511667,1
2725,CL 129 54 07 GJ 46,3,11,1,8.1,400000,3240000,48,U,8,19,12.5,12.5,100000,1250000,4490000,359200,1
2726,TV 14 126A 46 GJ 30,6,1,1,2.8,1300000,3640000,49,U,34,16,10.4,10.4,419231,4360000,8000000,769231,1
2727,CL 90 13 40 GS 18,6,2,1,1.9,1300000,2431000,49,U,55,17,8.0,8.0,1196000,9569000,12000000,1500000,2
2728,DG 76 1A 39 GJ 14,6,2,1,6.1,1200000,7320000,49,U,35,8,15.4,15.4,320000,4928000,12248000,795325,1
2729,AK 11 81 35 GJ 6,5,2,1,3.9,800000,3120000,49,U,29,7,13.8,13.8,498551,6880000,10000000,724638,2
2730,CL 118 20 32 GJ 07,5,1,1,5.1,1100000,5643000,49,U,35,9,11.3,11.3,209000,2357000,8000000,707965,1
2731,KR 11A 93B 51 GJ 49,6,2,1,4.0,1400000,5586000,49,U,57,11,9.7,10.0,441400,4277166,10000000,1000000,2
2733,CL 60 SUR 78-70 GJ 11,3,7,2,7.2,190000,1368000,48,A,7,10,11.1,11.1,100000,1110000,2478000,223243,1
2734,CL 149 53 61 GJ 3A,4,11,1,3.4,600000,2040000,49,U,29,7,11.6,11.6,350000,4060000,6100000,525862,1
2735,CL 93 BIS  20 23 GJ 21,6,2,1,4.6,1000000,4620000,49,U,40,1,10.4,10.4,519807,5380000,10000000,966184,2
2736,KR 2E 70 A 60 AP 504,6,2,1,22.8,800000,18240000,49,U,33,13,10.2,69.9,640000,72198000,90438000,1293820,1
2736,KR 2E 70 A 60 AP 504,6,2,1,22.8,800000,18240000,38,U,78,13,59.7,,1100000,65670000,90438000,1293820,1
2737,CL 139 14 50 GJ 16,4,1,1,5.8,600000,3480000,49,U,36,15,13.9,13.9,181295,2520000,6000000,431655,1
2738,KR 6 8A 35 SUR GJ 41,2,4,1,7.1,350000,2485000,49,U,25,7,14.6,14.6,70000,1015000,3500000,240385,1
2739,KR 100 16C 75 GJ 29,3,9,1,3.2,300000,948000,49,U,22,9,11.1,11.1,274000,3052000,4000000,359066,2
2740,KR 26  150-15 GJ 5,4,1,1,3.6,600000,2160000,49,U,27,17,10.8,10.8,262963,2840000,5000000,462963,1
2741,CL 73 10 10 GJ 28,4,2,1,4.1,700000,2870000,49,U,34,7,12.5,12.5,580000,7250000,10120000,809600,2
2742,CL 91 17 50 GJ 24,6,2,1,4.7,1100000,5181000,49,U,38,3,9.9,9.9,487000,4819000,10000000,1010101,1
2743,AC 100 11 B 67 AP 303,5,2,1,57.9,1100000,63690000,45,U,73,32,123.1,159.8,1200000,147720000,238410000,1500000,1
2743,AC 100 11 B 67 AP 303,5,2,1,57.9,1100000,63690000,49,U,52,32,30.9,159.8,809061,25000000,238410000,1500000,1
2743,AC 100 11 B 67 AP 303,5,2,1,57.9,1100000,63690000,51,U,58,32,5.8,159.8,344828,2000000,238410000,1500000,1
2745,KR 12 A 79 12 GJ 02,5,2,1,4.3,800000,3440000,49,U,50,7,13.3,13.3,493233,6560000,10000000,751880,2
2746,TV 32 139 52 GJ 2,4,1,1,9.1,650000,5915000,49,U,25,24,9.9,9.9,8586,85000,6000000,606061,1
2747,CL 70 7A 34 GJ 10,4,2,1,3.5,700000,2450000,49,U,29,28,12.0,12.0,462500,5550000,8000000,666667,2
2748,KR 10 117 A  47 AP 202,6,1,1,55.0,950000,52250000,38,U,64,15,153.0,176.5,1000000,168550000,220800000,1250708,1
2748,KR 10 117 A 47 AP 202,6,1,1,55.0,950000,52250000,49,U,26,15,23.5,176.5,660000,15510000,67760000,1250708,1
2749,CL 5 12 25 PQ 14,3,3,1,14.8,200000,2960000,39,U,28,2,35.7,35.7,150000,5355000,2500000,70000,1
2750,CL 118 22 22 GJ 23,5,1,1,4.6,1100000,5060000,49,U,36,13,10.4,10.4,283000,2940000,8000000,769231,1
2751,CL 94A 9 23 GJ 17,6,2,1,5.6,1100000,6160000,49,U,35,13,12.8,12.8,300000,3840000,10000000,781250,1
2752,CL 77 8 24 ST 1 GJ 13,6,2,1,4.9,1100000,5390000,49,U,33,29,15.5,15.5,232903,3610000,9000000,580645,2
2753,KR 8 69 70 GJ 2,4,2,1,6.2,700000,4340000,49,U,18,8,9.9,9.9,268687,2660000,7000000,707071,2
2754,CL 69 A 4 88 GJ 108,5,2,1,4.2,800000,3360000,49,U,34,20,11.3,11.3,410619,4640000,8000000,707965,2
2756,CL 81 9 45 AP 402,5,2,1,63.1,1000000,63100000,38,U,69,46,160.2,178.4,550000,88110000,98110000,1200000,2
2756,CL 81 9 45 AP 402,5,2,1,63.1,1000000,63100000,49,U,33,46,15.2,178.4,300000,8000000,98110000,1200000,2
2756,CL 81 9 45 AP 402,5,2,1,63.1,1000000,63100000,51,U,38,46,3.0,178.4,150000,2000000,98110000,1200000,2
2757,AK 13 88 90 GS 20,6,2,1,5.3,1100000,5830000,49,U,21,7,20.1,20.1,456000,9170000,15000000,746269,2
2758,CL 26B S 41 26 GJ 15,3,16,1,7.8,240000,1872000,49,U,13,7,19.1,19.1,100000,1910000,3782000,198010,1
2759,KR 5 87-17 GJ 4,5,2,1,9.0,700000,6300000,49,U,31,20,11.3,11.3,150442,1700000,8000000,707965,1
2762,CL 91 13A 33 GJ 02,6,2,1,4.0,1100000,4433000,49,U,34,14,12.1,12.1,460000,5567000,10000000,826446,1
2764,CL 125 32 30 GJ 110,5,1,1,6.6,1100000,7249000,49,U,29,9,17.9,17.9,154000,2751000,10000000,558659,2
2765,KR 16 136-47 GJ 8,5,11,1,3.8,600000,2280000,49,U,27,16,10.2,10.2,400000,4080000,6360000,623529,1
2766,AC 116 14 35 GJ 70,6,2,1,2.5,850000,2125000,49,U,29,7,13.3,13.3,441729,8000000,8000000,601504,1
2766,AC 116 14 35 GJ 70,6,1,1,2.5,850000,2125000,49,U,27,7,13.3,13.3,441729,5875000,8000000,601504,1
2767,AC 92 14 26 AP 302,6,2,2,100.6,1100000,110660000,49,U,31,26,16.0,179.4,500000,8000000,8000000,500000,1
2767,AC 92 14 26 AP 302,6,2,2,100.6,1100000,110660000,38,U,64,26,163.4,179.4,530000,86602000,197592000,1209253,1
2768,TV 13 114-31 GJ 07,6,2,1,9.4,900000,8460000,49,U,31,7,16.5,16.5,20000,330000,8000000,750000,1
2769,AC 92 14 56 GJ  201,6,2,1,10.1,1100000,11110000,49,U,27,7,16.0,16.0,55625,890000,12000000,750000,1
2770,CL 72A 00 76 E GJ S1 04,6,2,1,9.1,1200000,10920000,49,U,33,7,16.5,16.5,100000,1650000,12570000,761818,1
2772,KR 25A 148-59 GJ 5,4,1,1,4.5,600000,2700000,49,U,25,15,10.0,10.0,230000,2300000,5000000,500000,1
2773,DG 140 33 20 GJ 2,4,1,1,10.6,650000,6870500,49,U,29,13,19.7,19.7,158858,3129500,10000000,507614,1
2774,KR 12 118 25 GJ 5,6,1,1,15.5,1000000,15500000,49,U,29,20,29.2,29.2,350000,10220000,25720000,880822,1
2775,CL 69 5 05 GJ 03,4,2,1,4.0,800000,3200000,49,U,31,23,12.4,12.4,450000,5580000,8780000,708065,1
2776,CL 77 10 21 AP 1002,6,2,1,70.1,1100000,77110000,38,U,76,7,235.4,271.0,1150000,270710000,381640000,1800000,2
2776,CL 77 10 21 AP 1002,6,2,1,70.1,1200000,84120000,49,U,36,7,35.6,271.0,950000,33820000,381640000,1800000,2
2777,CL 119 12 79 AP 201,6,1,1,65.2,1100000,71720000,38,U,73,27,111.1,141.2,1050000,134430750,206150750,1459991,2
2777,CL 119 12 79 AP 201,6,1,1,65.2,1100000,71720000,49,U,31,27,25.1,141.2,675000,16962750,201124750,1424396,2
2777,CL 119 12 79 AP 201,6,1,1,65.2,1100000,71720000,51,U,31,27,5.0,141.2,160000,792000,201124750,1424396,2
2778,KR 14 B 118 98 GJ 08,6,1,1,17.4,1000000,17400000,48,U,8,25,23.1,23.1,50000,1155000,18555000,803247,1
2779,AK 1 84A 96 GJ 04,5,2,1,12.2,1100000,13420000,49,U,29,27,16.0,16.0,180000,2872800,13000000,814536,1
2780,KR 13 A 107-47  GJ 105,6,2,1,22.5,900000,20250000,49,U,23,7,15.0,15.0,20000,300000,8000000,533333,1
2781,AK 19  95 12 AP 402,6,2,1,83.6,1100000,91960000,38,U,61,20,166.3,194.9,700000,116410000,208370000,1069112,2
2781,AK 19  95 12 AP 402,6,2,1,83.6,1100000,91960000,49,U,29,20,28.6,194.9,470000,13442000,105402000,540800,2
2782,AK 1 77 91 GS 03,5,2,1,27.8,1100000,30580000,49,U,31,7,16.8,16.8,180000,3024000,15000000,892857,1
2783,KR 4 86-41GJ46,6,2,1,3.1,700000,2142000,49,U,36,4,12.5,12.5,468640,5858000,8000000,640000,1
2784,TV 5A 4 21 SUR ED 1A,2,4,1,28.5,200000,5700000,38,U,40,7,49.8,49.8,386000,19200000,24900000,500000,5
2785,TV 1B ESTE 7A 08 SUR IN 1 AP 101,2,4,1,42.6,150000,6390000,38,U,40,20,55.2,55.2,414000,22866000,29256000,530000,1
2786,KR 5 7 36 SUR,2,4,2,169.5,120000,20340000,1,A,45,16,122.8,226.1,220000,27016000,61818000,273410,1
2786,KR 5 7 36 SUR,2,4,2,169.5,120000,20340000,1,A,26,16,103.3,226.1,140000,14462000,61818000,273410,1
2787,CL 16 S 4 39 E,2,4,2,75.0,180000,13500000,1,A,29,15,214.0,238.2,170000,36380000,52300000,219563,2
2787,CL 16 S 4 39 E,2,4,2,75.0,180000,13500000,1,A,14,6,24.2,238.2,100000,2420000,52300000,219563,2
2788,KR 6E 16 01 S,2,4,2,90.0,180000,16200000,1,A,26,40,116.2,116.2,150000,17430000,33630000,289415,2
2789,CL 9 SUR 3A 50,3,4,2,192.2,200000,38440000,1,A,15,21,115.9,363.4,100000,11590000,50030000,137672,1
2789,CL 9 SUR 3A 50,3,4,2,192.2,200000,38440000,1,A,31,42,247.5,363.4,180000,44550000,50030000,137672,1
2790,KR 2 8 61 S,3,4,2,267.0,200000,53400000,1,A,31,56,411.6,411.6,160000,65848000,119248000,289753,1
2791,CL 18 SUR 5 38 AP 203,3,4,1,26.7,180000,4811400,38,A,46,9,67.5,67.5,678720,45813600,50625000,750000,1
2792,TV 2 A 18 A 30 SUR BL B1 AP 204,3,4,1,45.0,250000,11250000,38,A,35,7,55.7,55.7,498025,27740000,38990000,700000,1
2793,KR 8 13-34 SUR AP 202 BL 5,2,16,2,26.2,250000,6560000,38,A,45,5,54.5,54.5,400000,21816000,28376000,520279,1
2794,CL 1C SUR 9 27 BL 6 IN,3,4,1,63.8,350000,22330000,38,A,40,7,59.9,59.9,127212,7620000,29950000,500000,1
2794,CL 1C SUR 9 27 BL 6 IN,3,4,1,63.8,300000,19140000,38,U,40,7,59.9,59.9,230467,13805000,32945000,550000,1
2796,KR 11 2 66 S,3,15,2,102.7,320000,32864000,1,A,39,35,243.9,276.6,170000,41463000,82504500,298270,2
2796,KR 11 2 66 S,3,15,2,102.7,320000,32864000,4,A,37,35,32.7,276.6,250000,8177500,80065500,289453,2
2797,KR 11B 2 48 S,3,15,2,179.0,200000,35800000,1,A,16,40,70.8,70.8,110000,7788000,43588000,615650,1
2798,KR 11C 2 74 S,3,15,2,96.4,200000,19280000,1,A,33,35,93.5,93.5,160000,14960000,34240000,366203,1
2799,CL 3 S 12 03,2,15,2,102.8,280000,28784000,1,A,30,36,104.8,293.0,180000,18864000,94698000,323201,2
2799,CL 3 S 12 03,2,15,2,102.8,280000,28784000,4,A,42,36,188.2,293.0,250000,47050000,94698000,323201,2
2804,DG 36S 9 74E,2,11,2,156.6,140000,21924000,1,A,32,46,87.3,243.9,200000,17460000,70704000,289889,1
2804,DG 36S 9 74E,2,11,2,156.6,140000,21924000,3,A,33,46,156.6,243.9,200000,31320000,70704000,289889,1
2805,KR 1F ESTE 43 58 SUR,2,11,2,120.0,120000,14400000,1,A,28,30,170.6,170.6,160000,27288000,41688000,244433,1
2806,DG 41 SUR 9A 40 ESTE,2,4,2,78.0,130000,10140000,1,A,42,24,66.7,66.7,160000,10672000,20812000,312024,1
2807,CL 41A SUR 12-35 ESTE,2,4,2,246.2,100000,24620000,1,A,27,29,124.8,251.1,150000,18720000,93224000,371336,1
2807,CL 41A SUR 12-35 ESTE,2,4,2,246.2,100000,24620000,1,A,19,29,68.9,251.1,120000,8268000,93224000,371336,1
2807,CL 41A SUR 12-35 ESTE,2,4,2,246.2,100000,24620000,1,A,29,29,143.1,251.1,160000,22896000,93224000,371336,1
2807,CL 41A SUR 12-35 ESTE,2,4,2,246.2,100000,24620000,1,A,26,29,124.8,251.1,140000,18720000,93224000,371336,1
2808,CL 41A SUR 7A 33ESTE,2,4,2,145.2,100000,14520000,1,A,32,22,291.1,291.1,150000,40751200,55271200,189883,1
2809,CL 41A BIS SUR 6B 74 ESTE,2,4,2,102.0,100000,10200000,1,A,34,24,254.2,254.2,170000,40672000,50872000,200126,1
2810,TV 3C BIS ESTE 42 32 SUR,2,4,2,190.0,160000,30400000,1,A,7,36,77.8,119.6,40000,5446000,39608000,331171,2
2810,TV 3C BIS ESTE 42 32 SUR,2,4,2,190.0,160000,30400000,1,A,22,36,41.8,119.6,100000,3762000,39608000,331171,2
2811,CL 43A S 5 42E,2,4,2,69.6,140000,9744000,1,A,40,24,206.0,206.0,170000,32960000,42704000,207301,1
2812,KR 10E 43 80S,2,4,2,42.0,140000,5880000,1,A,26,10,86.5,86.5,150000,11245000,17125000,197977,1
2813,CL 47A S 8A 18E,2,4,2,120.0,100000,12000000,1,A,27,36,120.0,120.0,140000,15600000,27600000,230000,1
2814,KR 10A E 47 25S,2,4,2,42.0,100000,4200000,1,A,25,12,42.0,42.0,140000,5880000,10080000,240000,1
2815,KR 8A E 47A 12S,2,4,2,108.1,100000,10810000,1,A,32,36,107.9,150.4,140000,16185000,31235000,207707,1
2815,KR 8A E 47A 12S,2,4,2,108.1,100000,10810000,1,A,17,9,42.4,150.4,100000,4240000,31235000,207707,1
2816,KR 1D 40 38 SUR,2,4,2,114.0,150000,17100000,1,A,43,19,141.0,198.0,180000,25380000,48180000,243333,1
2816,KR 1D 40 38 SUR,2,4,2,114.0,150000,17100000,1,A,18,19,57.0,198.0,100000,5700000,48180000,243333,1
2817,KR 2 BIS 39A 56 SUR,2,4,2,111.0,100000,11100000,1,A,19,31,91.5,91.5,80000,7320000,18420000,201311,1
2818,KR 2A 39 40 SUR,3,4,2,127.4,100000,12740000,1,A,5,16,15.0,15.0,20000,300000,13040000,869333,1
2819,KR 2C 39 05 SUR,1,4,2,120.0,130000,15600000,1,A,19,31,62.5,62.5,120000,7500000,23100000,369600,1
2820,DG 58 SUR 13C 27 ESTE,2,4,2,72.0,120000,8640000,1,A,46,21,75.7,112.9,170000,12869000,25601000,226758,1
2820,DG 58 SUR 13C 27 ESTE,2,4,2,72.0,120000,8640000,1,A,21,21,37.2,112.9,110000,4092000,25601000,226758,1
2821,TV 12B ESTE 48A 47 SUR,2,4,1,37.8,180000,6804000,1,U,32,26,65.5,65.5,196000,12846000,19650000,300000,1
2822,DG 49 SUR 14 B 10 ESTE,2,4,2,154.3,120000,18516000,1,A,38,26,123.2,123.2,170000,20944000,39460000,320292,1
2823,TV 13B BIS E 49 47 SUR,2,4,1,30.3,180000,5454000,1,U,35,21,89.1,89.1,260000,23166000,28620000,321212,1
2824,DG 38B SUR 1C 04,2,4,2,65.0,130000,8450000,1,A,21,28,40.7,40.7,80000,3256000,11706000,287617,1
2825,DG 37C S 1G 09,2,4,2,67.7,80000,5416000,1,A,22,28,67.9,67.9,120000,8148000,13564000,199764,1
2826,KR 2M 39A 11S,2,4,2,54.0,80000,4320000,1,A,38,14,107.4,107.4,100000,10740000,15060000,140223,1
2827,KR 11 E 55 82 S,2,4,2,103.2,120000,12384000,1,A,38,39,156.2,156.2,170000,26554000,38938000,249283,1
2828,DG 50 SUR 5A-31 ESTE,2,4,2,96.0,90000,8640000,1,A,29,22,75.8,75.8,160000,11367000,20007000,264014,1
2829,CL 52B SUR 8A 69 ESTE,2,4,2,36.0,160000,5760000,1,A,37,5,55.8,55.8,200000,11160000,16920000,303226,1
2830,CL 53B SUR 8A 18 ESTE,2,4,2,36.0,160000,5760000,1,A,35,4,73.8,73.8,220000,16236000,21996000,298049,1
2831,CL 52S 4B 50E,2,4,2,72.0,90000,6480000,1,A,26,10,72.0,102.0,150000,10800000,20280000,198824,1
2831,CL 52S 4B 50E,2,4,2,72.0,90000,6480000,1,A,13,7,30.0,102.0,100000,3000000,20280000,198824,1
2832,CL 46 A SUR 2 A 12 ESTE,2,4,2,57.6,150000,8640000,1,A,34,8,141.5,141.5,200000,28296000,36936000,261069,1
2833,DG 45 BIS A SUR 4A 79 ESTE AP 102,2,4,1,30.6,300000,9177000,38,U,29,7,44.3,44.3,350000,15505000,24682000,557156,1
2834,KR 10A E 40B 25S,2,4,2,57.8,160000,9248000,1,A,33,23,88.9,88.9,180000,16002000,25250000,284027,1
2835,CL 49 SUR 15 17 ESTE IN 1,2,4,1,36.0,200000,7200000,1,U,22,12,50.9,50.9,209000,10615000,17815000,350000,1
2836,CL 41BIS S 17 62E,2,4,1,36.0,220000,7920000,1,U,20,10,48.0,48.0,200000,9600000,17520000,365000,1
2837,CL 41BIS S 16A 82E,2,4,1,36.0,220000,7920000,1,U,21,10,48.0,48.0,200000,9600000,17520000,365000,1
2838,CL 41BIS S 14A 83E AP 202,2,4,1,24.5,220000,5390000,38,U,24,7,42.8,42.8,274000,11730000,17120000,400000,1
2839,CL 26 SUR 12 46,3,4,2,152.0,250000,38000000,1,A,31,35,244.8,244.8,180000,44064000,82064000,335229,1
2840,CL 26 SUR 11 32,3,4,2,103.9,250000,25975000,1,A,42,36,148.9,148.9,180000,26802000,52777000,354446,1
2841,CL 27 BIS S 14 26,3,4,2,120.0,250000,30000000,1,A,33,34,254.4,284.4,180000,45792000,82392000,289705,1
2841,CL 27 BIS S 14 26,3,4,2,120.0,250000,30000000,4,A,34,34,30.0,284.4,220000,6600000,82392000,289705,1
2842,CL 31G SUR 16-50,3,4,2,230.9,250000,57725000,12,A,38,35,375.2,606.8,250000,93800000,193213000,318413,1
2842,CL 31G SUR 16-50,3,4,2,230.9,250000,57725000,12,A,15,35,231.6,606.8,180000,41688000,193213000,318413,1
2843,CL 33 SUR 17C 08,2,4,2,44.1,200000,8820000,1,A,24,39,88.2,88.2,130000,11466000,20286000,230000,1
2844,KR 14D 31F 34 SUR,3,4,2,36.0,200000,7200000,1,A,33,21,55.2,55.2,180000,9936000,17136000,310435,1
2845,KR 13A 31A 71S INT 1 AP 311,3,4,1,32.3,350000,11305000,38,U,49,7,55.0,55.0,450000,24750000,36055000,655545,1
2846,CL 28 SUR 10A 08,3,4,2,160.0,250000,40000000,1,A,40,46,271.2,271.2,220000,59664000,99664000,367493,1
2847,CL 25 S 8 23,3,4,2,41.0,200000,8200000,1,A,15,30,23.7,108.9,100000,2370000,25054000,230064,2
2847,CL 25 S 8 23,3,4,2,41.0,200000,8200000,1,A,30,30,85.2,108.9,170000,14484000,25054000,230064,2
2848,KR 7 31 50 SUR,3,4,2,64.4,200000,12880000,1,A,35,40,166.1,166.0,170000,28237000,41117000,247544,1
2849,CL 35C S 1B 18,2,4,2,36.0,250000,9000000,1,A,34,21,53.1,53.1,200000,10620000,19620000,369492,1
2850,CL 43 SUR 14-16,3,18,2,126.0,165000,20790000,1,A,30,39,144.0,168.0,150000,21600000,46470000,276607,2
2850,CL 43 SUR 14-16,3,18,2,126.0,165000,20790000,4,A,36,39,24.0,168.0,170000,4080000,46470000,276607,2
2851,TV 14 42 47 SUR,3,18,2,144.0,130000,18720000,1,A,24,39,74.1,74.1,110000,8151000,26871000,362632,1
2852,CL 43 SUR 16-70,3,18,2,142.1,180000,25578000,1,A,26,46,268.2,306.9,130000,34866000,63540000,207038,2
2852,CL 43 SUR 16-70,3,18,2,142.1,180000,25578000,1,A,15,46,38.7,306.9,80000,3096000,63540000,207038,2
2853,CL 40 SUR 12A 40,2,4,2,75.0,140000,10500000,1,A,22,34,57.0,57.0,130000,7410000,17910000,314211,1
2854,DG 41 SUR 12A 86,2,4,2,90.0,100000,9000000,1,A,23,9,36.0,36.0,140000,5040000,14040000,390000,1
2855,CL 51 SUR 5X-28,2,18,2,180.0,160000,28800000,1,A,28,34,229.8,229.8,140000,29874000,58674000,255326,1
2856,KR 5X 49G 11 SUR,2,18,2,141.5,160000,22640000,1,A,33,36,202.8,202.8,150000,30426000,53066000,261615,1
2857,KR 6A 49H 26 SUR,2,18,2,151.8,160000,24288000,1,A,28,31,117.0,117.0,140000,15210000,39498000,337590,1
2858,CL 49D SUR 5Y 64 AP 201,2,18,2,23.8,250000,5950000,1,U,33,7,48.3,48.3,346812,16751000,22701000,470000,1
2859,TV 5Y 48L-30 SUR,3,18,2,150.0,130000,19500000,1,A,31,6,164.8,314.8,200000,32960000,77960000,247649,1
2859,TV 5Y 48L-30 SUR,2,18,2,150.0,130000,19500000,22,A,35,24,150.0,314.8,170000,25500000,77960000,247649,1
2860,DG 48X BIS SUR 5U 34,2,18,2,75.1,140000,10514000,1,A,21,21,104.3,104.3,110000,11473000,21987000,210805,1
2861,KR 6A 49D 57 SUR AP 102,2,18,1,22.6,250000,5650000,1,U,32,7,44.2,44.2,342172,15124000,20774000,470000,1
2862,TV 16A BIS 49 10 SUR,2,18,2,60.0,140000,8400000,1,A,32,47,107.4,129.8,180000,19332000,28852000,222280,1
2862,TV 16A BIS 49 10 SUR,2,18,2,60.0,140000,8400000,1,A,8,47,22.4,129.8,50000,1120000,28852000,222280,1
2863,TV 16B 49 20 SUR,2,18,2,124.2,140000,17388000,1,A,33,36,235.6,270.6,130000,30628000,51516000,190377,1
2863,TV 16B 49 20 SUR,2,18,2,124.2,140000,17388000,1,A,19,36,35.0,270.6,100000,3500000,51516000,190377,1
2864,CL 50 S 15A 37,2,18,2,109.6,150000,16440000,1,A,30,24,223.4,223.4,170000,37978000,54418000,243590,1
2865,AC 48Q SUR 3 51 IN 1 AP 201,2,18,1,27.2,200000,5446000,38,U,35,20,40.6,40.6,305862,12418000,17864000,440000,1
2866,KR 5 48P 70 SUR AP 101,2,18,1,33.3,200000,6660000,38,U,31,7,40.6,40.6,275961,11204000,17864000,440000,1
2867,KR 5Y 49D 29 SUR AP 201,2,18,1,23.8,250000,5950000,1,U,33,7,48.3,48.3,346812,16751000,22701000,470000,1
2868,KR 5C BIS 48G 24S,2,18,2,60.0,100000,6000000,1,A,33,14,123.0,186.0,170000,20910000,32280000,173548,1
2868,KR 5C BIS 48G 24S,2,18,2,60.0,100000,6000000,1,A,19,14,60.0,186.0,110000,6600000,32280000,173548,1
2869,KR 5C 48G 30S,2,18,2,60.0,100000,6000000,1,A,28,16,186.0,186.0,150000,27900000,33900000,182258,1
2870,TV 5Q BIS 48X 37 S,2,18,2,30.3,320000,9696000,1,U,32,22,61.8,61.8,250000,15450000,25146000,406893,1
2871,TV 5Q 48X 42 S,2,18,2,30.0,320000,9600000,1,U,29,20,60.7,60.7,250000,15175000,24775000,408155,1
