ID,CODSEC,DIR,ZHFG,TIPORESLZHF,ESTRATO,LOCALIDAD,UPZ,LONG,LAT,CONDJUR,AT,VALTER,VALTOTER,USO,SISTCON,PUNTAJE,EDAD,AC,AREATC,VALORC,VRTOTAL,AVALUO,INTEGRAL,ACTECOIM,TIPOAEI
2166,008315400300106005,KR 16  98 30 OF  605 ,6452315152115,5,6,2,,,,1,34.90,1000000,34900000,045,U,80,12,79.50,79.50,1800000,213028000,247928000,3118591,1,5
2167,008315400500000000,KR 16 98 62,6452315152115,5,6,2,,,,2,752.00,1000000,752000000,004,A,59,27,35.40,521.20,300000,10620000,762620000,1463200,1,5
2167,008315400500000000,KR 16 98 62,6452315152115,5,6,2,,,,2,752.00,1000000,752000000,020,A,59,24,485.80,521.20,320000,155456000,907456000,1741090,1,5
2168,008315400700102007,AK 15 99 13 OF 207,6452315153324,5,6,2,,,,1,6.40,1400000,8960000,045,U,75,19,25.20,25.20,1150000,28980000,37940000,1505556,2,4
2169,008315410600106005,CL 98 15  17 OF 605,6452315153324,5,6,2,,,,1,8.70,1400000,12180000,045,U,73,13,35.30,35.30,1160000,40948000,53128000,1505042,2,4
2170,008315421900103001,AK  15 95 51   OF 301,6452315152115,5,6,2,,,,1,104.60,1400000,146440000,045,U,68,20,324.00,324.00,1000000,324000000,470440000,1451975,1,5
2171,008315422300102006,KR 16 96 64 OF 206,6452315152115,5,6,2,,,,1,4.11,1100000,4521000,045,U,79,11,17.40,17.40,1250000,21750000,26271000,1509828,1,5
2172,008315431001050004,CL 95 15 47 OF 504,6452315152115,5,6,2,,,,1,11.20,1000000,11200000,045,U,83,11,27.90,27.90,1300000,36270000,47470000,1701434,1,5
2173,008401051000102008,DG 127A 29 78 CN 2 Piso FIS,6312415153442,5,5,1,,,,1,15.00,1200000,18000000,045,U,73,10,67.50,67.50,1733333,117000000,135000000,2000000,4,2
2174,008401051000104019,DG 127A 29 78 CS 419,6312415153442,5,5,1,,,,1,6.90,1200000,8280000,045,U,73,10,31.00,31.00,1882903,58370000,66650000,2150000,4,2
2175,008403090400104009,TV 14 126A 10 OF 409,6212115153421,6,5,1,,,,1,5.60,1300000,7280000,045,U,78,22,19.70,19.70,1630457,32120000,39400000,2000000,2,1
2176,008413010400000000,CL 126A 7C 34,6222215153114,4,5,1,,,,2,267.20,600000,160320000,020,A,32,41,162.30,284.20,240000,38952000,63332000,138854000,1,4
2176,008413010400000000,CL 126A 7C 34,6222215153114,4,5,1,,,,2,267.20,600000,160320000,001,A,32,41,121.90,284.20,200000,24380000,75522000,75522000,1,4
2177,008413010500000000,CL 126A 7C 44,6222215153114,4,5,1,,,,2,268.80,600000,161280000,020,A,49,25,296.70,296.70,350000,103845000,265125000,893579,1,4
2178,008413022400103001,AK 9 126 18 OF 301,6222215153422,5,5,1,,,,1,19.90,900000,17910000,045,U,68,7,71.70,71.70,1250209,89640000,107550000,1500000,2,2
2179,008413050100103002,CL 120A 8 06 OF 302,6452315153422,5,5,1,,,,1,89.60,1000000,89600000,045,U,70,20,131.80,131.80,620182,81740000,171340000,1300000,2,2
2180,008413100400102005,CL 124 9B 44 OF 205,6222215153121,6,6,1,,,,2,9.20,1000000,9200000,045,U,64,7,26.60,26.60,854135,22720000,31920000,1200000,2,1
2181,008413231400102005,CL 123 7 07 OF 205,6452315153422,6,6,1,,,,2,20.60,900000,18540000,045,U,77,7,74.00,74.00,949459,70260000,88800000,1200000,2,2
2182,008415010100104004,AK 15 123 30 OF 4-83,6222215153424,5,6,1,,,,1,50.70,2000000,101400000,045,U,74,29,25.90,25.90,1100000,28490000,129890000,5015058,2,4
2183,008415343200101001,CL 119 12A 25 AP 1,6222215153122,5,6,1,,,,1,193.30,1100000,212630000,020,A,68,29,233.60,233.60,450000,105120000,317750000,1360231,2,2
2184,008416030500107005,AK 15 106-50 OF A5,6222215153322,5,6,1,,,,1,7.50,1100000,8250000,045,U,64,28,39.80,39.80,1092714,43490000,51740000,1300000,2,2
2185,008416060900000000,KR 15 106 64,6222215153115,5,6,2,,,,2,639.80,850000,543830000,020,A,57,9,452.60,452.60,500000,226300000,770130000,1763000,1,4
2185,008416060900000000,KR 15 106-64,6222215153115,5,6,1,,,,2,639.80,850000,543830000,020,A,57,9,452.60,452.60,480000,217248000,761078000,1681569,1,4
2186,008416330300103004,CL 109 15-60 OF 304,6222215153315,5,6,1,,,,1,21.32,900000,19188000,045,U,64,25,61.20,61.20,886471,54252000,73440000,1200000,1,4
2188,008417013200000000,CL 125 31-14 OF 204,6222215153422,5,5,1,,,,1,17.80,1100000,19580000,045,U,70,11,51.30,51.30,800000,41040000,60620000,1700000,2,2
2190,008417030600000000,AK 13 122-76,6222215154421,5,5,1,,,,1,778.80,900000,700920000,020,A,63,12,840.00,840.00,550000,462000000,1162920000,1384429,2,1
2192,008417042400000000,AK 13 118 30 OF 505,6222215154421,5,5,1,,,,1,45.07,900000,40563000,045,U,68,11,167.00,167.00,800000,133600000,174163000,1700000,2,1
2197,008417600300103002,TV 19 122 20 OF 302,6222215152121,5,5,2,,,,1,16.00,1600000,25600000,045,U,71,6,51.50,51.50,1000000,51500000,77100000,1500000,2,1
2198,008417690200101002,CL 122 21 24 OF 102,6222215152121,5,5,2,,,,1,57.50,1600000,92000000,045,U,71,26,68.80,68.80,210000,14448000,106448000,1500000,2,1
2199,008417701400103001,TV 17 121 25 AP 301,6222215152121,5,5,2,,,,1,59.70,1500000,89550000,045,U,73,13,78.80,78.80,300000,23640000,113190000,1400000,2,1
2200,008417750100107002,AK 15 123 71 OF 702,6452215153422,5,5,2,,,,1,14.02,1500000,21030000,045,U,73,19,29.90,29.90,1000000,29900000,50930000,1700000,2,2
2201,008417751600103005,AK 15 125 13 OF 307,6452215153422,5,5,2,,,,1,8.30,1500000,12450000,045,U,66,30,31.53,31.53,1000000,31530000,43980000,1500000,2,2
2202,008417751700104010,AK 15 124 67 OF 403,6452215153422,5,5,2,,,,1,3.44,1500000,5160000,045,U,77,30,11.70,11.70,1100000,12870000,18030000,1500000,2,2
2203,008417751800104008,AK 15 124 55 OF 410,6452215153422,5,5,2,,,,1,3.50,1500000,5250000,045,U,68,25,14.20,14.20,1100000,15620000,20870000,1500000,2,2
2204,008417751900107001,AK 15 124 31 OF 701,6452215153422,5,5,2,,,,1,6.00,1500000,9000000,045,U,76,17,21.80,21.80,1100000,23980000,32980000,1500000,2,2
2205,008417752100102014,KR 15 124 03 OF 214,6452215153422,5,5,2,,,,1,3.00,1500000,4500000,045,U,70,23,11.50,11.50,1100000,12650000,17150000,1500000,2,2
2206,008417751700101014,AK 15 124 67 LC 112,6452215153422,5,2,2,,,,1,2.94,1500000,4410000,040,U,64,21,10.50,10.50,2600000,27300000,31710000,3000000,2,2
2207,008417761000104001,CL 123 BIS 20-15 OF. 410,6452215153422,5,5,1,,,,1,6.20,1500000,9300000,045,U,73,21,17.20,17.20,1179000,20284000,29584000,1720000,2,2
2207,008301631300307001,AC 100 8 A 55 OF 701,6412315152115,5 ,5,2,,,,1,23.75,1000000,23750000,045,U,82,7,163.20,163.20,2354473,384250000,408000000,2500000,1,4
2208,008417761100102010,AK 15 123 29 OF 210,6452215153422,5,5,1,,,,1,10.51,1500000,15765000,045,U,72,18,31.30,31.30,1196000,37445000,53210000,1700000,2,2
2209,008417761300105011,AK 15 122 85 OF 511,6452215153422,5,5,1,,,,1,4.68,1500000,7020000,045,U,70,21,15.00,15.00,1232000,18480000,25500000,1700000,2,2
2210,008417761700206002,AK 15 122 51 IN 2 OF 602,6452215153422,5,5,1,,,,1,4.04,1500000,6060000,045,U,76,14,18.10,18.10,1365000,24710000,30770000,1700000,2,2
2211,008417770100105009,AK 15 119 A 03 OF 509,6452215153422,5,5,1,,,,1,7.20,1500000,10800000,045,U,71,21,17.72,17.72,991000,17552000,28352000,1600000,2,2
2212,008417770300102002,TV 17 120 42 OF 202,6452215152122,5,5,1,,,,1,21.76,1300000,28288000,045,U,71,27,53.50,53.50,871000,46612000,74900000,1400000,2,2
2213,008417770400106003,TV 17 120 74 OF 603,6452215152122,5,5,1,,,,1,10.12,1300000,13156000,045,U,73,10,38.80,38.80,1061000,41164000,54320000,1400000,2,2
2214,008417790100102007,CL 118 16 24 OF 210,6452215153422,5,6,1,,,,1,6.00,1500000,9000000,045,U,71,21,15.46,15.46,1068000,16509000,25509000,1650000,2,2
2215,008417791200104002,AK 15 118 41 OF 402,6452215153422,5,6,1,,,,1,5.03,1500000,7545000,045,U,75,19,18.70,18.70,1197000,22375000,29920000,1600000,2,2
2216,008417820200102005,TV 27 125 24 OF 205,6222215153422,5,5,1,,,,1,12.10,1400000,16940000,045,U,71,22,42.90,42.90,1055000,45265000,62205000,1450000,2,2
2224,008515071500000000,AK 13 138 98,6222215153422,4,4,1,,,,2,419.90,700000,293930000,020,A,55,22,42.10,117.60,350000,14735000,322255000,2740264,2,2
2224,008515071500000000,AK 13 138 98,6222215153422,4,4,1,,,,2,419.90,700000,293930000,004,U,26,2,75.50,117.60,180000,13590000,322255000,2740264,2,2
2227,009106561400000000,CL 135 49 39,6232215152113,3,3,11,,,,2,291.00,400000,116400000,003,A,39,22,227.40,377.00,220000,50028000,214300000,568435,1,3
2227,009106561400000000,CL 135 49 39,6232215152113,3,3,11,,,,2,291.00,400000,116400000,020,A,46,22,149.60,377.00,320000,47872000,202930000,538276,1,3
2228,009111040600103012,CL 114A 45 32 OF 312,6212115153121,5,5,11,,,,1,16.20,800000,12960000,045,U,68,18,22.80,22.80,931579,21240000,34200000,1500000,2,1
2229,009111082800101002,KR 53A 120 10,6212115153114,4,4,11,,,,1,180.00,700000,126000000,045,U,36,27,240.20,240.20,380000,91276000,217276000,904563,1,4
2230,009117021000000000,AK 58 128B 34,6222115153222,5,5,3,,,,2,261.00,350000,91350000,004,A,55,36,213.90,213.90,350000,74865000,166215000,777069,2,2
2231,009117021300000000,AK 58 128B 46,6222115153222,3,3,11,,,,2,261.00,350000,91350000,004,A,67,36,231.00,231.00,400000,92400000,183750000,795455,2,2
2232,009122280100103072,AK 58 127 59 OF 375,6010115154424,3,5,11,,,,1,16.83,800000,13464000,045,U,76,16,40.59,40.59,1000000,40590000,54054000,1331707,2,4
2233,009122280100103075,AK 58 127 59 OF 378,6010115154424,3,5,11,,,,1,32.66,800000,26128000,045,U,76,18,79.50,79.50,1000000,79500000,105628000,1328654,2,4
2234,009123131100000000,AK 72 127B 42,6212115153415,5,5,11,,,,2,469.50,1000000,469500000,020,A,51,34,323.30,323.30,350000,113155000,582655000,1802212,1,4
2235,009124250200000000,TV 60 104 66,6222215154422,4,4,11,,,,2,263.60,1100000,289960000,020,A,70,14,300.20,618.90,700000,210140000,648000000,1047019,2,2
2235,009124250200000000,TV 60 104 66,6222215154422,3,4,11,,,,2,263.60,1100000,289960000,004,A,73,14,116.20,618.90,750000,87150000,648000000,1047019,2,2
2235,009124250200000000,TV 60 104 66,6222215154422,4,4,11,,,,2,263.60,1100000,289960000,096,A,52,14,202.50,618.90,300000,60750000,648000000,1047019,2,2
2236,009124430700000000,TV 56 114A 84,6222115152115,5,5,11,,,,2,263.00,900000,236700000,020,A,53,36,196.80,196.80,400000,78720000,315420000,1602744,1,4
2237,009124560100102004,TV 60 106A 28 OF 204,6222215154422,3,4,11,,,,1,14.20,1100000,15620000,045,U,71,10,37.50,37.50,600000,22500000,38120000,1016533,2,2
2238,009125030200102012,KR 53 104B 22 IN 3 AP 204,6222215153222,5,4,11,,,,1,29.00,800000,23200000,045,U,69,18,54.50,54.50,574312,31300000,54500000,1000000,2,2
2239,009125101900000000,KR 50 102A 65,6222215152115,5,5,11,,,,2,381.60,800000,305280000,020,A,66,41,366.60,366.60,300000,109980000,415260000,1132733,1,4
2240,009126401900000000,AK 45 103B 51,6222115153422,5,4,11,,,,2,309.00,800000,247200000,020,A,55,37,320.60,320.60,200000,64120000,311320000,971054,2,2
2241,009126551300000000,CL 101A 47A 09,6222115152115,5,4,11,,,,2,275.70,800000,220560000,020,A,55,37,314.40,314.40,400000,125760000,346320000,1101527,1,4
2242,009212390600000000,KR 90  147 C 88,6020325153113,3,3,11,,,,2,931.00,250000,232750000,020,A,37,16,587.70,587.70,280000,164556000,397306000,676035,1,3
2243,008403120900000000,TV 13B 126A 30,6212115153116,6,5,1,,,,2,385.10,1300000,500630000,020,A,49,36,334.10,334.10,150000,50115000,550745000,1648444,1,6
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,4,1,,,,2,26860.00,350000,9401000000,033,A,45,7,120.40,7433.40,200000,4407180000,13808180000,1857586,4,1
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,4,1,,,,2,26860.00,350000,9401000000,003,U,72,7,320.00,7433.40,500000,160000000,12998930000,1748719,4,1
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,5,1,,,,2,26860.00,350000,9401000000,013,A,72,7,5395.00,7433.40,400000,2158000000,12998930000,1748719,4,1
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,5,1,,,,2,26860.00,350000,9401000000,032,A,77,7,896.00,7433.40,350000,313600000,12998930000,1748719,4,1
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,5,1,,,,2,26860.00,350000,9401000000,032,A,75,7,414.00,7433.40,350000,144900000,12998930000,1748719,4,1
2244,008403160200000000,CL 129 12 A 84,6312415153441,5,4,1,,,,2,26860.00,350000,9401000000,020,A,73,7,288.00,7433.40,500000,144000000,12998930000,1748719,4,1
2245,008513270100103004,KR 16 134 07 CS 304,6212215152321,4,5,11,,,,1,25.95,500000,12975000,045,U,68,18,35.90,35.90,650000,23335000,36310000,1011421,2,1
2246,008401013000100000,DG 127A 31 46 LC CS 222,6312415153342,5,5,1,,,,1,12.80,1200000,15360000,045,U,73,14,23.80,23.80,1854622,44140000,59500000,2500000,4,2
2247,008313041400000000,KR 18 80 67,6453215153122,5,5,2,,,,2 ,319.90,700000,223930000,020,A,51,39,377.30,377.30,450000,169785000,393715000,1043506,2,2
2248,008301631100000000,KR 8A 98 33,6412315152115,5 ,5,2,,,,1,3119.20,900000,2807280000,020,A,63,21,591.60,3743.50,400000,236640000,3989490000,1065711,1,4
2248,008301631100000000,KR 8A 98 33,6412315152115,5 ,5,2,,,,1,3119.20,900000,2807280000,056,U,66,21,623.00,3743.50,300000,186900000,3989490000,1065711,1,4
2248,008301631100000000,KR 8A 98 33,6412315152115,5 ,5,2,,,,1,3119.20,900000,2807280000,014,U,57,21,1345.00,3743.50,300000,403500000,3989490000,1065711,1,4
2248,008301631100000000,KR 8A 98 33,6412315152115,5 ,5,2,,,,1,3119.20,900000,2807280000,001,U,58,21,1183.90,3743.50,300000,355170000,3989490000,1065711,1,4
2249,003107210500000000,CL 10 11 48,6010514252123,3,3,3,,,,2,773.00,300000,231900000,020,A,56,21,756.00,1512.00,320000,241920000,642540000,424960,2,3
2249,003107210500000000,CL 10 11 48,6010514252123,3,3,3,,,,2,773.00,300000,231900000,004,A,49,21,40.00,1512.00,280000,11200000,642540000,424960,2,3
2249,003107210500000000,CL 10 11 48,6010514252123,3,3,3,,,,2,773.00,300000,231900000,022,A,49,21,716.00,1512.00,220000,157520000,642540000,424960,2,3
2250,003201410400000000,AC 1 10 48,6013115153322,2,3,3,,,,2,14.80,380000,5624000,004,A,34,41,121.50,139.20,230000,27945000,37994000,272945,2,2
2250,003201410400000000,AC 1 10 48,6013115153322,2,3,3,,,,2,14.80,380000,5624000,020,A,32,41,17.70,139.20,250000,4425000,40424000,290402,2,2
2251,003107020100106003,AK 14 10 06 OF 603,6010514252123,3,3,3,,,,1,8.82,600000,5292000,045,A,49,11,45.30,45.30,483179,21888000,27180000,600000,2,3
2252,003107020100104002,AK 14 10 06 OF 402,6010514252123,3,3,3,,,,1,13.09,600000,7854000,045,A,49,11,67.60,67.60,483817,32706000,40560000,600000,2,3
2254,001110032200000000,KR 6 8 51 S,6222215152113,3,2,4,,,,2,165.40,180000,29772000,020,A,49,17,97.90,257.80,220000,21538000,90208000,349915,1,3
2254,001110032200000000,KR 6 8 51 S,6222215152113,3,2,4,,,,2,165.40,180000,29772000,022,A,39,17,97.90,257.80,220000,21538000,90208000,349915,1,3
2254,001110032200000000,KR 6 8 51 S,6222215152113,3,2,4,,,,2,165.40,180000,29772000,025,A,47,17,62.00,257.80,280000,17360000,90208000,349915,1,3
2255,001209065200000000,KR 8 1 05 S,6312415153242,2,2,4,,,,2,166.00,220000,36520000,020,A,45,29,882.80,882.80,350000,308980000,345500000,391368,4,2
2259,008306170100403001,CL 73 10 83 ,6412315153422,4,4,2,,,,2,28.40,2000000,56800000,045,U,78,9,113.71,113.71,1250000,142137500,198937500,1749516,2,2
2260,004552420600000000,KR 77M-65A-54SUR,6222115152113,3,2,7,85,-74.18264120,4.59946044,2,3450.70,340000,1173238000,001,A,24,25,202.50,202.50,130000,26325000,1296058000,6400286,1,3
2260,004552420600000000,KR 77M-65A-54SUR,6222115152113,3,3,7,,,,2,3450.70,340000,1173238000,020,A,54,25,115.20,115.20,250000,28800000,1290577000,6373220,1,3
2260,004552420600000000,KR 77M-65A-54SUR,6222115152113,3,3,7,,,,2,3450.70,340000,1173238000,033,A,22,25,169.50,169.50,170000,28815000,1290577000,6373220,1,3
2260,004552420600000000,KR 77M-65A-54SUR,6222115152113,3,3,7,,,,2,3450.70,340000,1173238000,096,A,43,25,259.20,259.20,150000,38880000,1290577000,6373220,1,3
2261,004553660100000000,CL 60 SUR 77G-46,6235215153213,3,3,7,,,,2,287.00,250000,71750000,025,A,50,27,210.00,210.00,250000,52500000,155790000,734858,1,3
2261,004553781000000000,CL 60 SUR 77G-46,6235215153113,3,3,7,,,,2,287.00,190000,54530000,020,A,38,27,212.00,212.00,230000,48760000,307956000,1452623,1,3
2262,008314270700000000,KR 16 82-36,6030215153113,3,5,2,,,,2,348.70,1200000,418440000,020,A,65,43,487.30,487.30,420000,204666000,623106000,1278691,1,3
2263,004604011400000000,KR 88C 54 16 SUR,6235115153221,2,2,7,,,,2,72.00,300000,21600000,020,A,44,7,75.60,223.20,300000,19656000,65556000,293710,2,1
2263,004604011400000000,KR 88C 54 16 SUR,6235115153221,2,2,7,84,-74.18390651,4.62915532,2,72.00,300000,21600000,001,A,25,11,75.60,223.20,150000,11340000,65556000,293710,2,1
2263,004604011400000000,KR 88C 54 16 SUR,6235115153221,2,2,7,,,,2,72.00,300000,21600000,004,A,44,11,72.00,223.20,250000,12960000,65556000,293710,2,1
2264,004508450100000000,CL 40C SUR 79D-04,6222215153121,3,3,8,,,,2,159.30,230000,36639000,020,A,52,16,158.90,253.80,250000,39725000,100089000,394362,2,1
2264,004508450100000000,CL 40C SUR 79D-04,6222215153121,3,3,8,,,,2,159.30,230000,36639000,022,A,60,16,94.90,94.90,250000,23725000,93446000,368188,2,1
2265,004509251700000000,AK 72 3A 31,6222115152114,4,4,11,,,,2,140.00,380000,53200000,020,A,58,31,275.10,275.10,300000,82530000,135730000,493384,1,4
2266,004565740500000000,CL 45 SUR 78D 28,6030215152221,3,3,8,,,,2,138.80,180000,24984000,009,A,32,21,138.80,185.70,150000,20820000,58936000,317372,2,1
2266,004565740500000000,CL 45 SUR 78D 28,6030215152221,3,3,8,,,,2,138.80,200000,27760000,020,A,35,21,46.90,185.70,280000,13132000,52839000,284540,2,1
2267,004543323300000000,AK 68 38H 59 SUR MJ,6712415153422,3,2,8,45,-74.13584646,4.59931208,2,0.00,0,0,001,A,31,31,248.00,674.50,180000,144675000,144675000,214492,2,2
2267,004543323300000000,AK 68 38H 59 SUR MJ,6712415153422,3,2,8,,,,2,,,,004,A,34,31,232.50,674.50,230000,53475000,152115000,225523,2,2
2267,004543323300000000,AK 68 38H 59 SUR MJ,6712415153422,3,2,8,,,,2,,,,020,A,39,31,194.00,674.50,240000,46560000,152115000,225523,2,2
2268,006410071000000000,KR 98 18 54,6010215153113,3,3,9,,,,2,412.70,220000,90794000,020,A,57,13,262.00,920.90,280000,73360000,347734000,377602,1,3
2268,006410071000000000,KR 98 18 54,6010215153113,3,3,9,,,,2,412.70,220000,90794000,022,A,48,13,628.50,920.90,280000,175980000,348646000,378593,1,3
2268,006410071000000000,KR 98 18 54,6010215153113,3,3,9,,,,2,412.70,220000,90794000,003,A,57,13,30.40,920.90,250000,7600000,348646000,378593,1,3
2269,006418340100000000,CL 17D 135A 04,6030214241121,3,2,11,,,,2,72.00,200000,14400000,001,A,30,24,61.00,155.20,180000,10980000,41370000,266559,2,1
2269,006418340100000000,CL 17D 135A 04,6030214241121,3,2,11,,,,2,72.00,200000,14400000,004,A,39,24,18.60,155.20,250000,4650000,41370000,266559,2,1
2269,006418340100000000,CL 17D 135A 04,6030214241121,3,2,11,,,,2,72.00,200000,14400000,001,A,25,24,75.60,155.20,150000,11340000,41370000,266559,2,1
2270,006417110800000000,KR 110 17 87,6010215152133,3,3,11,,,,2,656.30,250000,164075000,025,A,82,9,656.30,656.30,400000,262520000,426595000,650000,3,3
2271,006418180100000000,AK 128 17 15,6040314253444,3,3,11,,,,2,12385.50,300000,3715650000,015,A,40,63,783.30,12168.40,250000,195825000,6871601000,564709,4,4
2271,006418180100000000,AK 128 17 15,6040314253444,3,3,11,,,,2,12385.50,300000,3715650000,025,A,46,63,11385.10,12168.40,260000,2960126000,6871601000,564709,4,4
2272,006410160100000000,KR 99 17A 62,6010115153141,3,3,9,,,,2,8951.28,160000,1432204800,001,A,28,39,602.70,4915.70,140000,84378000,2898892800,589721,4,1
2272,006410160100000000,KR 99 17A 62,6010115153141,3,3,9,,,,2,8951.28,160000,1432204800,013,A,39,39,2893.80,4915.70,350000,1012830000,2904919800,590947,4,1
2272,006410160100000000,KR 99 17A 62,6010115153141,3,3,9,,,,2,8951.28,160000,1432204800,014,A,29,39,856.40,4915.70,300000,256920000,2904919800,590947,4,1
2272,006410160100000000,KR 99 17A 62,6010115153141,3,3,9,,,,2,8951.28,160000,1432204800,020,A,32,39,562.80,4915.70,200000,112560000,2904919800,590947,4,1
2273,005636121400000000,CL 64 121 75,6010115152221,3,2,10,,,,2,308.39,350000,107936500,004,A,45,29,172.10,453.40,260000,44746000,214720500,473579,2,1
2273,005636121400000000,CL 64 121 75,6010115152221,3,2,10,,,,2,308.39,350000,107936500,020,A,47,29,131.90,453.40,220000,29018000,219618500,484381,2,1
2273,005636121400000000,CL 64 121 75,6010115152221,3,2,10,,,,2,308.39,350000,107936500,022,A,41,29,76.70,453.40,280000,21476000,219618500,484381,2,1
2273,005636121400000000,CL 64 121 75,6010115152221,3,2,10,,,,2,308.39,350000,107936500,070,A,14,29,16.30,453.40,120000,1956000,219618500,484381,2,1
2273,005636121400000000,CL 64 121 75,6010115152221,3,2,10,,,,2,308.39,350000,107936500,001,A,40,29,56.40,453.40,170000,9588000,219618500,484381,2,1
2274,002407430400000000,CL 52 A SUR 27 32 ,6030215153121,3,3,6,,,,2,147.40,220000,32428000,020,A,40,78,134.50,402.30,250000,81829000,114257000,284009,2,1
2274,002407430400000000,CL 52 A SUR 27 32 ,6030215153121,3,3,6,,,,2,147.40,220000,32428000,001,A,35,56,267.80,402.30,180000,48204000,107544000,267323,2,1
2275,009254015500000000,CL 136 153 86,'6225215141112,2,3,11,,,,2,87.00,200000,12000000,020,A,46,7,95.00,95.00,280000,26600000,44000000,463158,1,2
2276,009122250800000000,TV 60 127D 68,6010215154423,3,3,11,,,,2,190.00,1100000,209000000,020,A,51,36,72.80,411.20,300000,21840000,332360000,808268,2,3
2276,009122250800000000,TV 60 127D 68,6010215154423,5,5,11,,,,2,190.00,1100000,209000000,004,A,55,36,338.40,411.20,300000,101520000,332360000,808268,2,3
2277,009122201700101004,TV 60 128 98,6010215154423,3,3,11,,,,1,197.28,1100000,217008000,045,U,74,8,243.80,243.80,450000,109710000,326718000,1340107,2,3
2278,004103102800000000,AC 13 15 03,6453215153422,3,3,14,,,,2,234.80,400000,93920000,020,A,54,69,376.32,376.32,400000,150528000,244448000,649575,2,2
2280,004106260300000000,KR 24B 1B 60,6222115152245,3,3,14,,,,2,1820.80,280000,509824000,003,A,48,18,80.00,1892.80,220000,17600000,866272000,457667,4,5
2280,004106260300000000,KR 24B 1B 60,6222115152245,3,3,14,,,,2,1820.80,280000,509824000,020,A,40,18,89.60,1892.80,320000,28672000,866272000,457667,4,5
2280,004106260300000000,KR 24B 1B 60,6222115152245,3,3,14,,,,2,1820.80,280000,509824000,001,A,46,18,1723.20,1892.80,180000,310176000,866272000,457667,4,5
2282,001211010100000000,AK 10 1 29 SUR,6232215153442,2,2,15,,,,2,841.80,220000,185196000,020,A,59,30,644.20,841.00,450000,289890000,543966000,646809,4,2
2282,001211010100000000,AK 10 1 29 SUR,6232215153442,2,2,15,,,,2,841.80,220000,185196000,004,A,59,30,196.80,#REF!,350000,68880000,504606000,600007,4,2
2284,004206013100000000,AC 6 46-37,6232215153321,3,3,16,,,,2,163.00,300000,48900000,020,A,50,36,300.10,33.10,300000,90030000,138930000,4197281,2,1
2284,004206013100000000,AC 6 46-37,6030215153321,3,3,16,,,,2,163.00,300000,48900000,020,A,50,36,300.10,33.10,300000,90030000,138930000,4197281,2,1
2285,004305271000000000,KR 68 3 60,6462215153423,3,3,16,,,,2,209.00,400000,83600000,020,A,39,36,374.00,374.00,220000,82280000,165880000,443529,2,3
2286,004305014200000000,KR 64 7 89,6713215152132,3,3,16,,,,2,200.00,280000,56000000,020,A,56,7,618.00,818.00,380000,234840000,346840000,424010,3,2
2286,004305014200000000,KR 64 7 89,6713215152132,3,3,16,,,,2,200.00,280000,56000000,022,A,44,7,200.00,818.00,280000,56000000,362840000,443570,3,2
2287,004407011100000000,AC 26 SUR 46 13,6232215152322,3,3,16,,,,2,196.40,350000,68740000,020,A,60,12,590.80,787.80,300000,177240000,314930000,399759,2,2
2287,004407011100000000,AC 26 SUR 46 13,6232215152322,3,2,16,,,,2,196.40,350000,68740000,004,A,60,12,197.00,787.80,350000,68950000,220390000,279754,2,2
2288,004406220300000000,KR 46 39A 15 SUR,6222115153141,3,3,16,,,,2,656.00,120000,78720000,020,A,51,54,714.00,972.50,220000,157080000,282050000,290026,4,1
2288,004406220300000000,KR 46 39A 15 SUR,6222115153141,3,3,16,,,,2,656.00,120000,78720000,001,A,38,54,244.50,972.50,180000,44010000,282050000,290026,4,1
2288,004406220300000000,KR 46 39A 15 SUR,6222115153141,3,3,16,,,,2,656.00,120000,78720000,022,A,26,54,14.00,972.50,160000,2240000,282050000,290026,4,1
2289,006218183300000000,KR 62 19 04 IN 4,6040315142132,3,3,11,,,,2,13826.20,250000,3456550000,020,A,63,5,1342.00,3317.00,600000,805200000,4261750000,1284821,3,2
2290,006218122200103003,AK 68 19 52 OF 303,6040315142132,3,3,11,,,,1,10.27,320000,3286400,045,U,65,37,27.14,27.14,550000,14927000,18213400,671091,3,2
2291,003104131600000000,KR 1 12-80,6010615153221,3,3,17,,,,2,228.40,350000,79940000,020,A,25,86,200.60,200.60,180000,36108000,116048000,578504,2,1
2292,003103151200000000,CL 19 1-67,6030615153443,3,3,17,,,,2,150.90,200000,30180000,020,A,34,64,131.40,131.40,250000,32850000,63030000,479680,4,3
2293,003105066000000000,CL 12 0 03 ESTE,6020125152121,3,2,17,,,,2,393.60,200000,78720000,020,A,34,61,782.80,782.80,250000,195700000,274420000,350562,2,1
2294,003203315500000000,KR 3 5 91,6020115152145,3,2,17,,,,2,2482.37,150000,372355500,020,A,34,8,277.48,1710.08,260000,72144800,804520300,470458,4,5
2294,003203315500000000,KR 3 5 91,6020115152145,3,2,17,,,,2,2482.37,150000,372355500,001,A,59,8,1065.10,1710.08,200000,213020000,737095300,431030,4,5
